Line	Book	Chapter	Verse	Scripture
2432	Luk 	14	23	καὶ εἶπεν ὁ κύριος πρὸς τὸν δοῦλον Ἔξελθε εἰς τὰς ὁδοὺς καὶ φραγμοὺς καὶ ἀνάγκασον εἰσελθεῖν ἵνα γεμισθῇ ὁ οἶκος μου 
2433	Luk 	14	24	λέγω γὰρ ὑμῖν ὅτι οὐδεὶς τῶν ἀνδρῶν ἐκείνων τῶν κεκλημένων γεύσεταί μου τοῦ δείπνου 
2434	Luk 	14	25	Συνεπορεύοντο δὲ αὐτῷ ὄχλοι πολλοί καὶ στραφεὶς εἶπεν πρὸς αὐτούς 
2435	Luk 	14	26	Εἴ τις ἔρχεται πρός με καὶ οὐ μισεῖ τὸν πατέρα ἑαυτοῦ καὶ τὴν μητέρα καὶ τὴν γυναῖκα καὶ τὰ τέκνα καὶ τοὺς ἀδελφοὺς καὶ τὰς ἀδελφάς ἔτι δέ καὶ τὴν ἑαυτοῦ ψυχὴν οὐ δύναται μου μαθητής εἶναί 
2436	Luk 	14	27	καὶ ὅστις οὐ βαστάζει τὸν σταυρὸν αὑτοῦ καὶ ἔρχεται ὀπίσω μου οὐ δύναται μου εἶναί μαθητής 
2437	Luk 	14	28	τίς γὰρ ἐξ ὑμῶν θέλων πύργον οἰκοδομῆσαι οὐχὶ πρῶτον καθίσας ψηφίζει τὴν δαπάνην εἰ ἔχει τὰ πρὸς ἀπαρτισμόν 
2438	Luk 	14	29	ἵνα μήποτε θέντος αὐτοῦ θεμέλιον καὶ μὴ ἰσχύοντος ἐκτελέσαι πάντες οἱ θεωροῦντες ἄρξωνται ἐμπαίζειν αὐτῷ 
2439	Luk 	14	30	λέγοντες ὅτι Οὗτος ὁ ἄνθρωπος ἤρξατο οἰκοδομεῖν καὶ οὐκ ἴσχυσεν ἐκτελέσαι 
2440	Luk 	14	31	ἢ τίς βασιλεὺς πορευόμενος συμβαλεῖν ἑτέρῳ βασιλεῖ εἰς πόλεμον οὐχὶ καθίσας πρῶτον βουλεύεται εἰ δυνατός ἐστιν ἐν δέκα χιλιάσιν ἀπαντῆσαι τῷ μετὰ εἴκοσι χιλιάδων ἐρχομένῳ ἐπ' αὐτόν 
2441	Luk 	14	32	εἰ δὲ μήγε, ἔτι αὐτοῦ πόρρω ὄντος πρεσβείαν ἀποστείλας ἐρωτᾷ τὰ πρὸς εἰρήνην 
2442	Luk 	14	33	οὕτως οὖν πᾶς ἐξ ὑμῶν ὃς οὐκ ἀποτάσσεται πᾶσιν τοῖς ἑαυτοῦ ὑπάρχουσιν οὐ δύναται μου εἶναί μαθητής 
2443	Luk 	14	34	Καλὸν τὸ ἅλας.  ἐὰν δὲ τὸ ἅλας μωρανθῇ ἐν τίνι ἀρτυθήσεται 
2444	Luk 	14	35	οὔτε εἰς γῆν οὔτε εἰς κοπρίαν εὔθετόν ἐστιν ἔξω βάλλουσιν αὐτό ὁ ἔχων ὦτα ἀκούειν ἀκουέτω 
2445	Luk 	15	1	Ἦσαν δὲ ἐγγίζοντες αὐτῷ πάντες οἱ τελῶναι καὶ οἱ ἁμαρτωλοὶ ἀκούειν αὐτοῦ 
2446	Luk 	15	2	καὶ διεγόγγυζον οἵ Φαρισαῖοι καὶ οἱ γραμματεῖς λέγοντες ὅτι Οὗτος ἁμαρτωλοὺς προσδέχεται καὶ συνεσθίει αὐτοῖς 
2447	Luk 	15	3	εἶπεν δὲ πρὸς αὐτοὺς τὴν παραβολὴν ταύτην λέγων 
2448	Luk 	15	4	Τίς ἄνθρωπος ἐξ ὑμῶν ἔχων ἑκατὸν πρόβατα καὶ ἀπολέσας ἓν ἐξ αὐτῶν οὐ καταλείπει τὰ ἐννενήκονταεννέα ἐν τῇ ἐρήμῳ καὶ πορεύεται ἐπὶ τὸ ἀπολωλὸς ἕως εὕρῃ αὐτό 
2449	Luk 	15	5	καὶ εὑρὼν ἐπιτίθησιν ἐπὶ τοὺς ὤμους ἑαυτοῦ χαίρων 
2450	Luk 	15	6	καὶ ἐλθὼν εἰς τὸν οἶκον συγκαλεῖ τοὺς φίλους καὶ τοὺς γείτονας λέγων αὐτοῖς, Συγχάρητέ μοι ὅτι εὗρον τὸ πρόβατόν μου τὸ ἀπολωλός 
2451	Luk 	15	7	λέγω ὑμῖν ὅτι οὕτως χαρὰ ἔσται ἐν τῷ οὐρανῷ ἐπὶ ἑνὶ ἁμαρτωλῷ μετανοοῦντι ἢ ἐπὶ ἐννενήκονταεννέα δικαίοις οἵτινες οὐ χρείαν ἔχουσιν μετανοίας 
2452	Luk 	15	8	Ἢ τίς γυνὴ δραχμὰς ἔχουσα δέκα ἐὰν ἀπολέσῃ δραχμὴν μίαν οὐχὶ ἅπτει λύχνον καὶ σαροῖ τὴν οἰκίαν καὶ ζητεῖ ἐπιμελῶς ἕως ὅτου εὕρῃ 
2453	Luk 	15	9	καὶ εὑροῦσα συγκαλεῖται τὰς φίλας καὶ τὰς γείτονας λέγουσα Συγχάρητέ μοι ὅτι εὗρον τὴν δραχμὴν ἣν ἀπώλεσα 
2454	Luk 	15	10	οὕτως λέγω ὑμῖν χαρὰ γίνεται ἐνώπιον τῶν ἀγγέλων τοῦ θεοῦ ἐπὶ ἑνὶ ἁμαρτωλῷ μετανοοῦντι 
2455	Luk 	15	11	Εἶπεν δέ Ἄνθρωπός τις εἶχεν δύο υἱούς 
2456	Luk 	15	12	καὶ εἶπεν ὁ νεώτερος αὐτῶν τῷ πατρί Πάτερ δός μοι τὸ ἐπιβάλλον μέρος τῆς οὐσίας καὶ διεῖλεν αὐτοῖς τὸν βίον 
2457	Luk 	15	13	καὶ μετ' οὐ πολλὰς ἡμέρας συναγαγὼν ἅπαντα ὁ νεώτερος υἱὸς ἀπεδήμησεν εἰς χώραν μακράν καὶ ἐκεῖ διεσκόρπισεν τὴν οὐσίαν αὐτοῦ ζῶν ἀσώτως 
2458	Luk 	15	14	δαπανήσαντος δὲ αὐτοῦ πάντα ἐγένετο λιμὸς ἰσχυρὸς κατὰ τὴν χώραν ἐκείνην καὶ αὐτὸς ἤρξατο ὑστερεῖσθαι 
2459	Luk 	15	15	καὶ πορευθεὶς ἐκολλήθη ἑνὶ τῶν πολιτῶν τῆς χώρας ἐκείνης καὶ ἔπεμψεν αὐτὸν εἰς τοὺς ἀγροὺς αὐτοῦ βόσκειν χοίρους 
2460	Luk 	15	16	καὶ ἐπεθύμει γεμίσαι τὴν κοιλίαν αὑτοῦ ἀπὸ τῶν κερατίων ὧν ἤσθιον οἱ χοῖροι καὶ οὐδεὶς ἐδίδου αὐτῷ 
2461	Luk 	15	17	εἰς ἑαυτὸν δὲ ἐλθὼν εἶπεν Πόσοι μίσθιοι τοῦ πατρός μου περισσεύουσιν ἄρτων ἐγὼ δὲ λιμῷ ἀπόλλυμαι 
2462	Luk 	15	18	ἀναστὰς πορεύσομαι πρὸς τὸν πατέρα μου καὶ ἐρῶ αὐτῷ Πάτερ ἥμαρτον εἰς τὸν οὐρανὸν καὶ ἐνώπιόν σου 
2463	Luk 	15	19	καὶ οὐκέτι εἰμὶ ἄξιος κληθῆναι υἱός σου.  ποίησόν με ὡς ἕνα τῶν μισθίων σου 
2464	Luk 	15	20	καὶ ἀναστὰς ἦλθεν πρὸς τὸν πατέρα ἑαυτοῦ ἔτι δὲ αὐτοῦ μακρὰν ἀπέχοντος εἶδεν αὐτὸν ὁ πατὴρ αὐτοῦ καὶ ἐσπλαγχνίσθη καὶ δραμὼν ἐπέπεσεν ἐπὶ τὸν τράχηλον αὐτοῦ καὶ κατεφίλησεν αὐτόν 
2465	Luk 	15	21	εἶπεν δὲ αὐτῷ ὁ υἱὸς Πάτερ ἥμαρτον εἰς τὸν οὐρανὸν καὶ ἐνώπιόν σου καὶ οὐκέτι εἰμὶ ἄξιος κληθῆναι υἱός σου 
2466	Luk 	15	22	εἶπεν δὲ ὁ πατὴρ πρὸς τοὺς δούλους αὐτοῦ ἐξενέγκατε τὴν στολὴν τὴν πρώτην καὶ ἐνδύσατε αὐτόν καὶ δότε δακτύλιον εἰς τὴν χεῖρα αὐτοῦ καὶ ὑποδήματα εἰς τοὺς πόδας 
2467	Luk 	15	23	καὶ ἐνέγκαντες τὸν μόσχον τὸν σιτευτόν θύσατε καὶ φαγόντες εὐφρανθῶμεν 
2468	Luk 	15	24	ὅτι οὗτος ὁ υἱός μου νεκρὸς ἦν καὶ ἀνέζησεν καὶ ἀπολωλὼς ἦν καὶ εὑρέθη καὶ ἤρξαντο εὐφραίνεσθαι 
2469	Luk 	15	25	Ἦν δὲ ὁ υἱὸς αὐτοῦ ὁ πρεσβύτερος ἐν ἀγρῷ.  καὶ ὡς ἐρχόμενος ἤγγισεν τῇ οἰκίᾳ ἤκουσεν συμφωνίας καὶ χορῶν 
2470	Luk 	15	26	καὶ προσκαλεσάμενος ἕνα τῶν παίδων αὐτοῦ ἐπυνθάνετο τί εἴη ταῦτα 
2471	Luk 	15	27	ὁ δὲ εἶπεν αὐτῷ ὅτι Ὁ ἀδελφός σου ἥκει καὶ ἔθυσεν ὁ πατήρ σου τὸν μόσχον τὸν σιτευτόν ὅτι ὑγιαίνοντα αὐτὸν ἀπέλαβεν 
2472	Luk 	15	28	ὠργίσθη δὲ καὶ οὐκ ἤθελεν εἰσελθεῖν ὁ οὖν πατὴρ αὐτοῦ ἐξελθὼν παρεκάλει αὐτόν 
2473	Luk 	15	29	ὁ δὲ ἀποκριθεὶς εἶπεν τῷ πατρὶ Ἰδού, τοσαῦτα ἔτη δουλεύω σοι καὶ οὐδέποτε ἐντολήν σου παρῆλθον καὶ ἐμοὶ οὐδέποτε ἔδωκας ἔριφον ἵνα μετὰ τῶν φίλων μου εὐφρανθῶ.  
2474	Luk 	15	30	ὅτε δὲ ὁ υἱός σου οὗτος ὁ καταφαγών σου τὸν βίον μετὰ πορνῶν ἦλθεν ἔθυσας αὐτῷ τὸν μόσχον τὸν σιτευτὸν 
2475	Luk 	15	31	ὁ δὲ εἶπεν αὐτῷ Τέκνον σὺ πάντοτε μετ' ἐμοῦ εἶ καὶ πάντα τὰ ἐμὰ σά ἐστιν.  
2476	Luk 	15	32	εὐφρανθῆναι δὲ καὶ χαρῆναι ἔδει ὅτι ὁ ἀδελφός σου οὗτος νεκρὸς ἦν καὶ ἀνέζησεν καὶ ἀπολωλὼς ἦν, καὶ εὑρέθη 
2477	Luk 	16	1	Ἔλεγεν δὲ καὶ πρὸς τοὺς μαθητάς αὐτοῦ Ἄνθρωπός τις ἦν πλούσιος ὃς εἶχεν οἰκονόμον καὶ οὗτος διεβλήθη αὐτῷ ὡς διασκορπίζων τὰ ὑπάρχοντα αὐτοῦ, 
2478	Luk 	16	2	καὶ φωνήσας αὐτὸν εἶπεν αὐτῷ Τί τοῦτο ἀκούω περὶ σοῦ ἀπόδος τὸν λόγον τῆς οἰκονομίας σου οὐ γὰρ δύνήσῃ ἔτι οἰκονομεῖν 
2479	Luk 	16	3	εἶπεν δὲ ἐν ἑαυτῷ ὁ οἰκονόμος Τί ποιήσω ὅτι ὁ κύριός μου ἀφαιρεῖται τὴν οἰκονομίαν ἀπ' ἐμοῦ σκάπτειν οὐκ ἰσχύω ἐπαιτεῖν αἰσχύνομαι 
2480	Luk 	16	4	ἔγνων τί ποιήσω ἵνα ὅταν μετασταθῶ τῆς οἰκονομίας δέξωνταί με εἰς τοὺς οἴκους αὐτῶν 
2481	Luk 	16	5	καὶ προσκαλεσάμενος ἕνα ἕκαστον τῶν χρεωφειλετῶν τοῦ κυρίου ἑαυτοῦ ἔλεγεν τῷ πρώτῳ Πόσον ὀφείλεις τῷ κυρίῳ μου 
2482	Luk 	16	6	ὁ δὲ εἶπεν Ἑκατὸν βάτους ἐλαίου καὶ εἶπεν αὐτῷ Δέξαι σου τὸ γράμμα, καὶ καθίσας ταχέως γράψον πεντήκοντα 
2483	Luk 	16	7	ἔπειτα ἑτέρῳ εἶπεν Σὺ δὲ πόσον ὀφείλεις ὁ δὲ εἶπεν Ἑκατὸν κόρους σίτου καὶ λέγει αὐτῷ Δέξαι σου τὸ γράμμα, καὶ γράψον ὀγδοήκοντα 
2484	Luk 	16	8	καὶ ἐπῄνεσεν ὁ κύριος τὸν οἰκονόμον τῆς ἀδικίας ὅτι φρονίμως ἐποίησεν.  ὅτι οἱ υἱοὶ τοῦ αἰῶνος τούτου φρονιμώτεροι ὑπὲρ τοὺς υἱοὺς τοῦ φωτὸς εἰς τὴν γενεὰν τὴν ἑαυτῶν εἰσιν 
2485	Luk 	16	9	κἀγὼ ὑμῖν λέγω ποιήσατε ἑαυτοῖς φίλους ἐκ τοῦ μαμωνᾶ  τῆς ἀδικίας ἵνα ὅταν ἐκλίπητε, δέξωνται ὑμᾶς εἰς τὰς αἰωνίους σκηνάς 
2486	Luk 	16	10	ὁ πιστὸς ἐν ἐλαχίστῳ καὶ ἐν πολλῷ πιστός ἐστιν καὶ ὁ ἐν ἐλαχίστῳ ἄδικος καὶ ἐν πολλῷ ἄδικός ἐστιν 
2487	Luk 	16	11	εἰ οὖν ἐν τῷ ἀδίκῳ μαμωνᾷ πιστοὶ οὐκ ἐγένεσθε τὸ ἀληθινὸν τίς ὑμῖν πιστεύσει 
2488	Luk 	16	12	καὶ εἰ ἐν τῷ ἀλλοτρίῳ πιστοὶ οὐκ ἐγένεσθε τὸ ὑμέτερον τίς ὑμῖν δώσει 
2489	Luk 	16	13	Οὐδεὶς οἰκέτης δύναται δυσὶ κυρίοις δουλεύειν.  ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ 
2490	Luk 	16	14	Ἤκουον δὲ ταῦτα πάντα καὶ οἱ Φαρισαῖοι φιλάργυροι ὑπάρχοντες καὶ ἐξεμυκτήριζον αὐτόν 
2491	Luk 	16	15	καὶ εἶπεν αὐτοῖς Ὑμεῖς ἐστε οἱ δικαιοῦντες ἑαυτοὺς ἐνώπιον τῶν ἀνθρώπων ὁ δὲ θεὸς γινώσκει τὰς καρδίας ὑμῶν.  ὅτι τὸ ἐν ἀνθρώποις ὑψηλὸν βδέλυγμα ἐνώπιον τοῦ θεοῦ ἐστιν 
2492	Luk 	16	16	Ὁ νόμος καὶ οἱ προφῆται ἕως Ἰωάννου.  ἀπὸ τότε ἡ βασιλεία τοῦ θεοῦ εὐαγγελίζεται καὶ πᾶς εἰς αὐτὴν βιάζεται 
2493	Luk 	16	17	Εὐκοπώτερον δέ ἐστιν τὸν οὐρανὸν καὶ τὴν γῆν παρελθεῖν ἢ τοῦ νόμου μίαν κεραίαν πεσεῖν 
2494	Luk 	16	18	Πᾶς ὁ ἀπολύων τὴν γυναῖκα αὐτοῦ καὶ γαμῶν ἑτέραν μοιχεύει καὶ πᾶς ὁ ἀπολελυμένην ἀπὸ ἀνδρὸς γαμῶν μοιχεύει 
2495	Luk 	16	19	Ἄνθρωπος δέ τις ἦν πλούσιος καὶ ἐνεδιδύσκετο πορφύραν καὶ βύσσον εὐφραινόμενος καθ' ἡμέραν λαμπρῶς 
2496	Luk 	16	20	πτωχὸς δέ τις ἦν ὀνόματι Λάζαρος ὃς ἐβέβλητο πρὸς τὸν πυλῶνα αὐτοῦ ἡλκωμένος 
2497	Luk 	16	21	καὶ ἐπιθυμῶν χορτασθῆναι ἀπὸ τῶν ψιχίων τῶν πιπτόντων ἀπὸ τῆς τραπέζης τοῦ πλουσίου.  ἀλλὰ καὶ οἱ κύνες ἐρχόμενοι ἀπέλειχον τὰ ἕλκη αὐτοῦ 
2498	Luk 	16	22	ἐγένετο δὲ ἀποθανεῖν τὸν πτωχὸν καὶ ἀπενεχθῆναι αὐτὸν ὑπὸ τῶν ἀγγέλων εἰς τὸν κόλπον τοῦ Ἀβραάμ.  ἀπέθανεν δὲ καὶ ὁ πλούσιος καὶ ἐτάφη 
2499	Luk 	16	23	καὶ ἐν τῷ ᾅδῃ ἐπάρας τοὺς ὀφθαλμοὺς αὐτοῦ ὑπάρχων ἐν βασάνοις ὁρᾷ τὸν Ἀβραὰμ ἀπὸ μακρόθεν καὶ Λάζαρον ἐν τοῖς κόλποις αὐτοῦ 
2500	Luk 	16	24	καὶ αὐτὸς φωνήσας εἶπεν Πάτερ Ἀβραάμ ἐλέησόν με καὶ πέμψον Λάζαρον ἵνα βάψῃ τὸ ἄκρον τοῦ δακτύλου αὐτοῦ ὕδατος καὶ καταψύξῃ τὴν γλῶσσάν μου ὅτι ὀδυνῶμαι ἐν τῇ φλογὶ ταύτῃ 
2501	Luk 	16	25	εἶπεν δὲ Ἀβραάμ.  Τέκνον μνήσθητι ὅτι ἀπέλαβες σὺ τὰ ἀγαθά σου ἐν τῇ ζωῇ σου καὶ Λάζαρος ὁμοίως τὰ κακά.  νῦν δὲ ὁδε παρακαλεῖται σὺ δὲ ὀδυνᾶσαι 
2502	Luk 	16	26	καὶ ἐπὶ πάσιν τούτοις μεταξὺ ἡμῶν καὶ ὑμῶν χάσμα μέγα ἐστήρικται ὅπως οἱ θέλοντες διαβῆναι ἐντεῦθεν πρὸς ὑμᾶς μὴ δύνωνται μηδὲ οἱ ἐκεῖθεν πρὸς ἡμᾶς διαπερῶσιν 
2503	Luk 	16	27	εἶπεν δέ Ἐρωτῶ οὖν σε πάτερ ἵνα πέμψῃς αὐτὸν εἰς τὸν οἶκον τοῦ πατρός μου 
2504	Luk 	16	28	ἔχω γὰρ πέντε ἀδελφούς ὅπως διαμαρτύρηται αὐτοῖς ἵνα μὴ καὶ αὐτοὶ ἔλθωσιν εἰς τὸν τόπον τοῦτον τῆς βασάνου 
2505	Luk 	16	29	λέγει αὐτῷ Ἀβραάμ ἔχουσιν Μωσέα καὶ τοὺς προφήτας.  ἀκουσάτωσαν αὐτῶν 
2506	Luk 	16	30	ὁ δὲ εἶπεν Οὐχί πάτερ Ἀβραάμ ἀλλ' ἐάν τις ἀπὸ νεκρῶν πορευθῇ πρὸς αὐτοὺς μετανοήσουσιν 
2507	Luk 	16	31	εἶπεν δὲ αὐτῷ Εἰ Μωσέως καὶ τῶν προφητῶν οὐκ ἀκούουσιν οὐδὲ ἐάν τις ἐκ νεκρῶν ἀναστῇ πεισθήσονται 
2508	Luk 	17	1	Εἶπεν δὲ πρὸς τοὺς μαθητὰς Ἀνένδεκτόν ἐστιν τοῦ μὴ ἐλθεῖν τὰ σκάνδαλα οὐαὶ δὲ δι' οὗ ἔρχεται.  
2509	Luk 	17	2	λυσιτελεῖ αὐτῷ εἰ μύλος ὀνικὸς περίκειται περὶ τὸν τράχηλον αὐτοῦ καὶ ἔρριπται εἰς τὴν θάλασσαν ἢ ἵνα σκανδαλίσῃ ἕνα τῶν μικρῶν τούτων 
2510	Luk 	17	3	προσέχετε ἑαυτοῖς ἐὰν δὲ ἁμάρτῃ εἰς σὲ ὁ ἀδελφός σου ἐπιτίμησον αὐτῷ καὶ ἐὰν μετανοήσῃ ἄφες αὐτῷ 
2511	Luk 	17	4	καὶ ἐὰν ἑπτάκις τῆς ἡμέρας ἁμάρτη εἰς σὲ καὶ ἑπτάκις τῆς ἡμέρας ἐπιστρέψῃ ἐπὶ σὲ λέγων, Μετανοῶ ἀφήσεις αὐτῷ 
2512	Luk 	17	5	Καὶ εἶπον οἱ ἀπόστολοι τῷ κυρίῳ Πρόσθες ἡμῖν πίστιν 
